ProductLine,Product_Count,Sample_Products
VGA Hair Brushes,2,"Batch Batch VGA HAI BRU E-17FB Hair Brush (8904086321283), Batch VGA Hair Brush E11-PB (8904086321023)"
Vega Hair Brushes,2,"Vega Vega R-3 FM Hair Brush (8904086320545), Vega Vega Round Brush E8 RB-10G (8904086320644)"
Grocery Personal Care,2,"Grocery COMB (8904086321054), Grocery COMB (8904086390043)"
Batch VGA Connectors,2,"Batch Batch VGA COMB HMC73 (8904086390357), Batch Batch VGA HMC-77D COMB (8904086390081)"
Vega Hair Styling Tools,2,"Vega Vega Graduated Dressing Comb (HMC-32D) (8904086390159), Vega Vega Smooth Curl VHCH Hair Curler (8904086397028)"
Batch,2,"Batch Batch ELL18 N/P 177 (8901030844287), Batch VGA R1 Cosmetic/Skincare Product (8904086320316)"
Batch VGA,2,"Batch Batch VGA Brush Set MBS-06 (8904086310584), Batch Batch VGA HAR STR&CURL VHSC-02 Hair Straightener & Curler (8904086303104)"
Vega Tweezers,2,"Vega Vega Tweezer - Slant Tip TW-03 (8904086330254), Vega Vega Tweezer - Square Tip - TW-01 (8904086330131)"
VGA Pedicure Tools,2,"Batch VGA Foot Paddle PD-04 (8904086340260), VGA VGA PEDUR TOOL PD-02N (8904086340307)"
K5 Ease,2,"Kai Kai Japan K5 Ease 5-Blade Body Razor for Women (8906081440792), Kai Kai K5 Ease Argan Oil Strips 5-Blade Reusable Razor (8906081440334)"
Bajaj Popular Series,2,"Bajaj Bajaj New Popular 1000W Dry Iron (8901308401013), Bajaj Bajaj New Popular 750 Dry Iron (8901308401006)"
Raftaar,2,"Bajaj Bajaj Raftaar Duo Rechargeable LED Torch (8901308111790), Bajaj Bajaj Raftaar Jumbo RC LED Torch (8901308111769)"
Face Serum,2,"Himalaya Himalaya Brightening Vitamin C Orange Face Serum (8905110008798), Plum Plum Rice Water & 10% Niacinamide Serum (8904430202831)"
Candy Melts,2,"Plum Plum Candy Melts Tinted Lip Balm (8904430200318), Plum Plum Candy Melts Tinted Lip Balm - Strawberry Sorbet (8904430200325)"
Baby Detergent,2,"Mee Mee Mee Mee Baby Laundry Detergent (8907233173346), Pigeon Pigeon Baby Clothes Laundry Liquid Detergent (4902508780162)"
Mee Mee Baby Feeding Utensils,2,"Mee Mee Mee Mee BPA-Free Ergonomic Design Baby Feeding Spoon Set (8907233171205), Mee Mee Mee Mee Easy Grip Baby Feeding Spoon (3 pcs) (8907233220286)"
Kids Toothpaste,2,"Dentoshine Dentoshine Gel Toothpaste for Kids - Watermelon Flavor (751570405855), Mee Mee Mee Mee Kids Toothpaste, Fluoride-Free Strawberry Flavor (8907233179980)"
Mee Mee Feeding Mugs,2,"Mee Mee Mee Mee 360° Trainer Sipper Cup (8907233259590), Mee Mee Mee Mee 360° Trainer Sipper Cup (8907233259576)"
Mee Mee Breastfeeding Accessories,2,"Mee Mee Mee Mee Advanced Manual Breast Pump with 180° Rotating Handle (8907233321570), Mee Mee Mee Mee BPA Free Comfort Manual Breast Pump (8907233077439)"
Premium,2,"Bavaria Bavaria Premium Original Malt Drink (8714800023214), Mee Mee Mee Mee Premium Baby Feeding Bottle (250ml, Light Blue) (8907233249065)"
Mee Mee Baby Feeding Bottles,2,"Mee Mee Mee Mee Baby Steel Feeding Bottle (300ml) (8907233551731), Mee Mee Mee Mee Feeding Bottle (Blue, 70ml) (8907233001526)"
Mee Mee Feeding Solutions,2,"Mee Mee Mee Mee Baby Feeding Bottle with Spoon (8907233111799), Mee Mee Mee Mee Baby Feeding Bottle with Spoon (8907233111829)"
Mee Mee Premium,2,"Mee Mee Mee Mee Premium Baby Feeding Bottle (Blue) (8907233111843), Mee Mee Mee Mee Premium Steel Baby Feeding Bottle (120ml) (8907233333047)"
Dermadew Baby,2,"Dermadew Dermadew Baby Lotion (8906058357184), Dermadew Dermadew Baby Soap (8906058359249)"
Peristaltic Nipples,2,"Pigeon Pigeon Peristaltic Nipple LL Y-Cut for 12+ Month Babies (Pack of 3) (8906042881404), Pigeon Pigeon Peristaltic Nipple LL Y-Cut for 12+ Month Babies (Pack of 3) (8906042881411)"
Pigeon Baby Feeding Bottles,2,"Pigeon Pigeon Baby Glass Feeding Bottle with Added Nipple (4902508786942), Pigeon Pigeon Stainless Steel Baby Feeding Bottle (8906042881510)"
Baby Skincare,2,"Chicco Chicco Baby Body Lotion (8058664152391), Pigeon Pigeon Baby Skincare Wipes (4902508791588)"
Baby Laundry,2,"Pigeon Pigeon Baby Laundry Liquid Detergent Refill Pack (4902508780179), Pigeon Pigeon Concentrated Baby Laundry Fabric Softener (4902508262767)"
Children's Oral Hygiene,2,"Chicco Chicco Toothpaste Apple Banana No Fluoride (8058664132539), Pigeon Pigeon Children's Toothpaste, Fruit Punch Flavor (4902508781985)"
Nivea Fresh,2,"Nivea Nivea Fresh Natural Deodorant (4005900017543), Nivea Nivea Fresh Natural Deodorant Roll-On (42397199)"
Nivea Pearl & Beauty,2,"Nivea Nivea Pearl & Beauty Roll-On Deodorant (8904256018180), Nivea Nivea Pearl & Beauty Roll-On Deodorant (4005900294517)"
Nivea Lip Care,2,"Nivea Nivea 24h Moisture Pomegranate Shine Lip Balm (8904256020534), Nivea Nivea Ruby Red Tinted Cherry Shine Lip Balm (8904256020473)"
Fruity Shine,2,"Nivea Nivea Fruity Shine Lip Balm Watermelon (8904256020558), Nivea Nivea Fruity Shine Strawberry Lip Care Balm (8904256020497)"
NIVEA Creme Care,2,"NIVEA NIVEA Creme Care Shower Gel (8904256001014), NIVEA NIVEA Creme Care Soap (8904256000055)"
Nivea Deodorants,2,"Nivea Nivea Deodorant Smooth Skin (42332985), Nivea Nivea Fresh Comfort Women's Deodorant (8904256003032)"
NIVEA MEN,2,"NIVEA MEN NIVEA MEN ALL IN 1 CHARCOAL FACE WASH (4005808919604), NIVEA NIVEA MEN Black & White Invisible Original Antiperspirant Stick (4005900907899)"
Nivea Creme,2,"Nivea Nivea Creme 100ml (42204251), Nivea Nivea Creme 200ml (42204268)"
NIVEA Pearl & Beauty,2,"NIVEA NIVEA Pearl & Beauty Deodorant with Pearl Extracts & Avocado Oil (42333005), NIVEA NIVEA Pearl & Beauty Radiance Deo Roll On (8904256018159)"
NIVEA Body,2,"NIVEA NIVEA Body Lotion Express Hydration (42237075), NIVEA NIVEA Nourishing Body Lotion with Aloe Vera (8904256002479)"
Nivea Natural Glow,2,"Nivea Nivea Natural Glow Cell Repair Body Lotion (4005808427048), Nivea Nivea Natural Glow Smooth Skin Deodorant (8904256001731)"
Perfume Oils,2,"Lattafa Perfumes Najdia by Lattafa Pure Concentrated Perfume Oil (6291107459578), Meena Meena 540 Perfume Oil (8906138723311)"
Mamaearth Skin Care,2,"Mamaearth Mamaearth Beetroot Face Wash with Hyaluronic Acid (8904417311549), Mamaearth Mamaearth Honey Face Wash with Malai (8904417302325)"
Mamaearth Vitamin C Range,2,"Mamaearth Mamaearth Vitamin C Daily Glow Face Serum (8904417305838), Mamaearth Mamaearth Vitamin C Moisturizing Lotion Soap (8904417311853)"
Mamaearth Vitamin C Skincare,2,"Mamaearth Mamaearth Vitamin C Face Wash with Vitamin C and Turmeric (8904417313390), Mamaearth Mamaearth Vitamin C Moisturizing Lotion Soap (8904417311679)"
Face Packs,2,"ASSURE ASSURE Instant Glow Face Pack (8904417311686), Himalaya Himalaya Fairness Kesar Face Pack (8901138821906)"
Ubtan,2,"Mamaearth Mamaearth Ubtan Face Wash (8904417313406), Mamaearth Mamaearth Ubtan Foaming Face Wash (8906087775188)"
Lipstick,2,"Elle18 Elle18 Lipstick Peach Impact (Matte) C27 (8901030812170), Mamaearth Mamaearth Charcoal Black Long Stay Matte Lipstick (8906087776758)"
Yardley Autumn Bloom,2,"Yardley Yardley Autumn Bloom Perfumed Cologne Spray (8903105030069), Yardley Yardley Autumn Bloom Perfumed Cologne Spray (8903105002004)"
Bella Vita,2,"Bella Vita Bella Vita Oud Eau De Parfum (8906150344105), Unique Unique Bella Vita Luxury Honey Oud Eau De Parfum (8906150343085)"
English Lavender,2,"Yardley London Yardley London English Lavender Eau de Toilette (6297000442181), Yardley Yardley London English Lavender Fragrant Hand Wash Refill (8903105031622)"
Yardley London English Lavender,2,"Yardley London Yardley London English Lavender Luxury Soap (8903105011501), Yardley London Yardley London English Lavender Perfumed Beauty Talc (8903105010382)"
Yardley Clear Gel Bars,2,"Yardley Yardley Clear Gel Bar Iris and Violet (8903105033596), Yardley Yardley Clear Gel Bar Peony & Ylang Ylang (8903105033602)"
Red Roses,2,"Yardley London Yardley London Red Roses Soap (8903105011624), Yardley Yardley Red Roses Perfumed Talc (8903105010146)"
Yardley Gentleman Classic,2,"Yardley Yardley Gentleman Classic Activated Charcoal Soap (8903105031677), Yardley Yardley Gentleman Classic Deodorizing Talc (8903105010511)"
Romantic,2,"ENCHANTEUR ENCHANTEUR Romantic Perfumed Shower Gel (8888202000613), Enchanteur Enchanteur Romantic Perfumed Talc (8888202005069)"
Eau de Toilette,2,"Yardley London Yardley London English Lavender Eau De Toilette (8903105033305), Yardley London Yardley London Gardenia & Waterlily Eau De Toilette (8903105033992)"
Cooking Oils,2,"Parachute Parachute Coconut Oil (8901088080293), Parachute Parachute Coconut Oil (89002940)"
Parachute Men,2,"Parachute Parachute Men Hair Cream (Anti-Dandruff) (8901088026864), Parachute Parachute Men Hair Cream (Anti-Hairfall) (8901088108973)"
Batch Update System,2,"Batch Batch Update Software (8901088023566), Batch Batch Update Software (8906007750370)"
Parachute Coconut Oil,2,"Parachute Parachute 100% Pure Coconut Oil (8901088000451), Parachute Parachute Coconut Oil (8901088729987)"
Royal Red Roses,2,"Yardley London Yardley London Royal Red Roses Perfumed Talc (8903105010412), Yardley Yardley Royal Red Roses Refreshing Body Spray (8903105000079)"
Parachute Hair Oils,2,"Parachute Parachute Almond Coconut Oil (8901088752442), Parachute Parachute Rosemary Coconut Oil (8901088752473)"
Revive Laundry Essentials,2,"Revive Revive Liquid Stiffener (Floral Fresh) (8901088721998), Revive Revive Liquid Stiffener Garden Bloom (8901088721967)"
Revive,2,"Maricos Maricos Revive Liquid (8901088206303), Revive Revive Garden Bloom Liquid Stiffener (8901088721974)"
Party Shine,2,"Set Wet Set Wet Party Shine Styling Gel (8901088062497), Set Wet Set Wet Party Shine Styling Gel (8901088062466)"
Chandrika Soaps,2,"Chandrika Chandrika Classic Soap (8901399021107), Chandrika Chandrika Sandal and Saffron Soap (8901399009211)"
Ayurvedic,2,"Chandrika Chandrika Ayurvedic Soap (8901399020032), Chandrika Chandrika Pushpaveda Soap (8901399601002)"
Germ Shield,2,"Chandrika Chandrika Germ Shield Handwash 700ml (Pack of 2) (8901399029530), Pears Pears Germ Shield With Mint Extract Soap Set (8901030024023)"
Beta,2,"Parker Parker Beta Premium Gold Fountain Pen (8901198413707), Parker Parker Beta Premium Silver Ballpoint Pen (8901198413585)"
Surface Cleaners,2,"Dettol Dettol Antibacterial Surface Cleaner (8901396602323), Lizol Lizol Disinfectant Surface Cleaner (8901396122005)"
Flushmatic,2,"Harpic Harpic Flushmatic Citrus Toilet Cleaner (8901396155720), Harpic Harpic Flushmatic Marine Toilet Cleaner (8901396155751)"
Harpic Bathroom Cleaners,2,"Harpic Harpic Bathroom Cleaner - Floral (8901396163107), Harpic Harpic Floral Bathroom Cleaner (8901396152606)"
Dettol Disinfectant Wipes,2,"Dettol Dettol Disinfectant Sanitizer Wet Wipes (8901396388142), Dettol Dettol Original Multi-Use Skin Surface Disinfectant Wipes (8901396388159)"
Dettol Sensitive,2,"Dettol Dettol Sensitive Everyday Protection Handwash (8901396389699), Dettol Dettol Sensitive Liquid Handwash (8901396323549)"
Quink Rollerball Refills,2,"Parker Parker Quink Roller Ball Refill (Medium) (8901198470946), Parker Parker Quink Roller Ball Refill - Fine Point (8901198470885)"
Quink Navigator,2,"Parker Parker Quink Navigator Rollerball Pen Refill (Ultra Fine) (8901198471301), Parker Parker Quink Navigator Rollerball Pen Refill (Ultra Fine) (8901198471288)"
Parker Jotter,2,"Parker Parker Jotter Antimicrobail Copper Ion Ball Pen (8901198431220), Parker Parker Jotter Stainless Steel Ballpoint Pen with Gold Trim (8901198515302)"
Jotter,2,"Parker Parker Jotter London Stainless Steel Ballpoint Pen with Gold Plated Clip (8901198431206), Parker Parker Jotter London Stainless Steel Chrome Trim Ballpoint Pen (8901198431107)"
Galaxy,2,"Parker Parker GALAXY Gold Plated Stainless Steel GT Roller Ball Pen (Blue) (8901198480860), Parker Parker Galaxy Standard Ballpoint Pen with Gold Trims (Black) (8901198480839)"
DentoShine Kids,2,"DentoShine DentoShine Gel Toothpaste for Kids (700736260241), DentoShine DentoShine Gel Toothpaste for Kids (Bubblegum Flavour, Doraemon) (700736260227)"
CTP,2,"Manicure Manicure Tools Set - Cuticle Trimmer & Pusher (CTP-V05) (8906034032364), Manicure Manicure Tools Set - Cuticle Trimmer & Pusher (CTP-V05) (8906034032319)"
WC,2,"Babila Babila The Hand Crafted Comb WC-V01B (8906034032289), Babila Babila Wooden Comb WC (8906034031312)"
Pepsodent Toothpaste,2,"Pepsodent Pepsodent 2-in-1 Germ Fighting Formula Toothpaste (8901030999680), Pepsodent Pepsodent 2-in-1 Germ Fighting Formula Toothpaste (8901030862076)"
Gumcare+,2,"Pepsodent Pepsodent Gumcare+ Expert Protection Toothpaste (8901030907739), Pepsodent Pepsodent Gumcare+ Expert Protection Toothpaste (8901030969379)"
Sunsilk,2,"Sunsilk Sunsilk Coconut Oil & Aloe Vera Shampoo (8901030989513), Sunsilk Sunsilk Coconut Water & Aloe Vera Volume Shampoo (8901030989506)"
Pop Longwear,2,"Sugar Sugar Pop Longwear Compact 01 Sand (8904320711849), Sugar Sugar Pop Longwear Matte Compact Foundation (Fair to Medium Skin) (8904320747732)"
Om Shanthi,2,"Cycle Cycle Om Shanthi Pure Camphor 25N (8901751800937), Cycle Cycle Om Shanthi Pure Puja Oil (8901751803457)"
Engage L'amante,2,"Engage Engage L'amante Absolute Eau De Parfum (8905110000570), Engage Engage L'amante Intensity Eau De Parfum (8905110000662)"
Fiama Happy,2,"Fiama Fiama Happy Hand Wash Refill (8901725924522), Fiama Fiama Happy Moisturising Hand Wash (8901725924508)"
Vivel Aloe Vera,2,"Vivel Vivel Aloe Vera Satin Soft Skin Soap Set (5 x 100g) (8901725937386), Vivel Vivel Aloe Vera Soap (8901725931995)"
Fiama Relax,2,"Fiama Fiama Relax Hand Wash (Pump) (8901725924706), Fiama Fiama Relax Hand Wash Refill (8901725924720)"
Engage Urge,2,"Engage Engage Urge Citrus & Woody Man Deo Spray (8901725950200), Engage Man Engage Urge Bodylicious Deo Spray (8905110000235)"
Engage Pocket Perfumes,2,"Engage Engage On Floral Fresh Woman Pocket Perfume (8901725959289), Engage Engage Pocket Perfume Man Classic Woody (8901725958183)"
Engage ON,2,"Engage Engage ON Cool Aqua Pocket Perfume for Women (8901725959081), Engage Engage ON Cool Marine Pocket Perfume for Men (8901725958084)"
Eau de Parfum,2,"Engage Engage Eau De Parfum Femme for Women (8901725959609), Lattafa Lattafa Velvet Rose Eau de Parfum (6291108737101)"
Fiama Happy Naturals,2,"Fiama Fiama Happy Naturals Shower Gel Plum Blossom & Ylang Ylang (8905110006206), Fiama Fiama Happy Naturals Shower Gel Yuzu and Bergamot (8905110006190)"
Savlon Soap,2,"Savlon Savlon Glycerin Soap (3 x 75g) (8901725977146), Savlon Savlon Glycerin Soft Skin Soap (4 x 120g) (8901725977177)"
Prickly Heat Powder,2,"Shower to Shower Shower to Shower Prickly Heat Powder (8905110001324), Shower to Shower Shower to Shower Prickly Heat Powder - Mint (150g + 50g Free) (8905110001331)"
Savlon Germ Protection,2,"Savlon Savlon Germ Protection Wipes (8905110003151), Savlon Savlon Germ Protection Wipes (8905110003168)"
Gentle,2,"Chicco Chicco Gentle Baby Body Wash and Shampoo (8058664152230), Chicco Chicco Gentle Baby Body Wash and Shampoo (8058664152254)"
Baby Shampoo,2,"Chicco Chicco Baby Shampoo (8058664152575), Chicco Chicco Baby Shampoo (8058664152582)"
Baby Cream,2,"Chicco Chicco Baby Cream (8058664152216), Chicco Chicco Baby Cream (8058664152209)"
Baby Skin Care,2,"Chicco Chicco Diaper Rash Cream (8058664152476), Himalaya Himalaya Diaper Rash Cream (8901138819712)"
Baby Soap,2,"Chicco Chicco Baby Soap (8058664152551), Get Get Baby Soap (8058664153107)"
Chicco Baby Toothbrushes,2,"Chicco Chicco Baby Toothbrush (Blue, 3-8 Years) (8058664147717), Chicco Chicco Baby Toothbrush Green (3-8 Years) (8058664161478)"
Baby Toothbrushes,2,"Chicco Chicco Baby Toothbrush Green (6-36 Months) (8058664147687), Chicco Chicco Toothbrush Blue (6-36 Months) (8058664147694)"
Children's Toothbrushes,2,"Chicco Chicco Toothbrush Orange 3-8 Years (8058664161485), Chicco Chicco Toothbrush Pink 3-8 Years (8058664147700)"
Chicco Baby Feeding Bottles,2,"Chicco Chicco Baby Feeding Bottle (8058664150267), Chicco Chicco Baby Feeding Bottle Fast (8058664150298)"
Chicco Baby Feeding,2,"Chicco Chicco Training Cup 200ml (6m+) Blue (8058664070015), Chicco Chicco Transition Cup 200ml (4 Months +) (8058664069972)"
SPORT CUP,2,"SPORT SPORT CUP 14M+ Boy Pack 1 (8058664070121), SPORT SPORT CUP 14M+ Girl Pack 1 (8058664070114)"
Early Learning,2,"My My First Kindergarten Activity Book (9789391750503), Shopsji Shopsji My First Hindi Exercise Workbook (9789385362446)"
Infobells All-in-One Picture Books,2,"Infobells Infobells All-in-One Picture Book: English & Kannada (9789391750817), Infobells Infobells All-in-One Picture Book: English & Kannada (9789391750848)"
Educational Books,2,"Hindi Hindi Sulekh Varnamala: Learning, Practice & Improving Book (9789391750558), Infobells Infobells Times Tables: A Fun Way To Learn Tables 1 To 25 (9789386553232)"
My First Activity Book,2,"My My First Activity Book Vol. 2 (9789391750435), My My First Activity Book Vol. 3 (9789391750442)"
Fairy Tales,2,"Buy Enchanting Fairy Tales: The Sleeping Beauty (9789351023838), Buy Heidi: An Enchanting Fairy Tale (9789351023722)"
Children's Literature,2,"Pepper Pepper Lends a Helping Hand (9789386476241), Prism Books Pvt Ltd Pepper and the New Baby (9789386476029)"
NA,2,"Pepper Pepper at the Table (9789386476036), Sterling Bruno The Artist (9789386382047)"
Books and You,2,"Pepper Pepper Cleans His Room (9789386476050), Pepper Pepper Eats Green Vegetables (9789386476074)"
"Pepper Book Series (if applicable, otherwise leave blank)",2,"Pepper Pepper Throws a Tantrum (9789386476333), Pepper Pepper is Selfish (9789386476173)"
Confectionery,2,"Meiji Hello Panda Biscuits (8994504102334), Toy Toy Candy Football Shaped with Glucose & Sugar (6910289044760)"
Nutella,2,"Ferrero Nutella Hazelnut Spread (80176800), Nutella (Ferrero) Nutella Hazelnut Spread with Breadsticks (009800800056)"
Biscuits,2,"Dear Teddy Dear Teddy Coconut Biscuits (8858223014418), Pran Pran Potato Spicy Biscuit (840205718573)"
Wafers,2,"Tiffany Tiffany Strawberry Cream Wafers (6291003005619), Tiffany Tiffany Wafer Hazelnut (6291003007095)"
Hubba Bubba,2,"Hubba Bubba Hubba Bubba Fancy Fruit Bubble Gum Mega Long Tape (4009900379564), Wrigley's Hubba Bubba Tape Strawberry Chewing Gum (4009900381352)"
IMPACT MINTS,2,"IMPACT IMPACT MINTS Cricket Edition (4005292009065), IMPACT MINTS IMPACT MINTS Peach Flavored Sugar-Free Mints (4005292123501)"
Nerds,2,"Wonka Nerds Fraise Raisin Candy (07933624), Wonka Nerds Tiny Tangy Crunchy Candy (07933925)"
Zour Bomb,2,"Zour Bomb Zour Bomb Sour Cola Candy (8850632202899), Zour Zour Bomb Candy, Lemon, 110g (Pack of 2) (8850632202882)"
Royal Wafer,2,"Royal Royal Wafer Chocolate Hazelnut (8858223010847), Royal Royal Wafer Mango (8858223010328)"
Prime Hydration,2,"Prime Hydration Prime Hydration Ice Pop (850040427066), Prime Prime Lemonade Hydration Drink (810116123544)"
Flavored Drinks,2,"Glinter Glinter Peach Drink (9556474123659), Prime Prime Strawberry Watermelon Flavour Drink (850003560991)"
Candy,2,"Bebeto Bebeto Sour Sticks (8690146091196), Sinh Tố Kẹo Nho Sinh Tố (8935001715511)"
